Mod:Item:MetaData, Localized Name
Mekanism:HeavyWaterBucket, Heavy Water Bucket
Mekanism:Crystal:0, Iron Crystal
Mekanism:Crystal:1, Gold Crystal
Mekanism:Crystal:2, Osmium Crystal
Mekanism:Crystal:3, Copper Crystal
Mekanism:Crystal:4, Tin Crystal
Mekanism:Crystal:5, Silver Crystal
Mekanism:Crystal:6, Lead Crystal
Mekanism:FreeRunners, Free Runners
Mekanism:ArmoredJetpack, Armored Jetpack
Mekanism:ConfigurationCard, Configuration Card
Mekanism:CraftingFormula, Crafting Formula
Mekanism:SeismicReader, Seismic Reader
Mekanism:Substrate, Substrate
Mekanism:Polyethene:0, HDPE Pellet
Mekanism:Polyethene:1, HDPE Rod
Mekanism:Polyethene:2, HDPE Sheet
Mekanism:Polyethene:3, PlaStick
Mekanism:BioFuel, Bio Fuel
Mekanism:GlowPanel:0, §8Black Glow Panel
Mekanism:GlowPanel:1, §cRed Glow Panel
Mekanism:GlowPanel:2, §2Green Glow Panel
Mekanism:GlowPanel:3, §6Brown Glow Panel
Mekanism:GlowPanel:4, §1Blue Glow Panel
Mekanism:GlowPanel:5, §5Purple Glow Panel
Mekanism:GlowPanel:6, §3Cyan Glow Panel
Mekanism:GlowPanel:7, §7Light Grey Glow Panel
Mekanism:GlowPanel:8, §8Grey Glow Panel
Mekanism:GlowPanel:9, §dPink Glow Panel
Mekanism:GlowPanel:10, §aLime Glow Panel
Mekanism:GlowPanel:11, §eYellow Glow Panel
Mekanism:GlowPanel:12, §9Light Blue Glow Panel
Mekanism:GlowPanel:13, §dMagenta Glow Panel
Mekanism:GlowPanel:14, §6Orange Glow Panel
Mekanism:GlowPanel:15, §fWhite Glow Panel
Mekanism:Flamethrower, Flamethrower
Mekanism:GaugeDropper, Gauge Dropper
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Diamond Dust
Mekanism:OtherDust:1, Steel Dust
Mekanism:OtherDust:3, Sulfur Dust
Mekanism:OtherDust:4, Lithium Dust
Mekanism:OtherDust:5, Refined Obsidian Dust
Mekanism:OtherDust:6, Obsidian Dust
ReactorCraft:reactorcraft_item_waste:10, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:11, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:12, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:13, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:14, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:15, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:8, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:16, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:17, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:18, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:19, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:20, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:21, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:22, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:23, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:24, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:25, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:26, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:1000, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:1001, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:1002, Nuclear Waste
ReactorCraft:reactorcraft_item_waste:1003, Nuclear Waste
ReactorCraft:reactorcraft_item_fuel:0, Uranium Fuel Pellet (Fresh)
ReactorCraft:reactorcraft_item_depleted, item.item.depleted.name
ReactorCraft:reactorcraft_item_placer:0, Fuel Core
ReactorCraft:reactorcraft_item_placer:1, Control Rod
ReactorCraft:reactorcraft_item_placer:2, Coolant Cell
ReactorCraft:reactorcraft_item_placer:3, Central Control
ReactorCraft:reactorcraft_item_placer:4, Turbine
ReactorCraft:reactorcraft_item_placer:5, Condenser
ReactorCraft:reactorcraft_item_placer:6, Steam Line
ReactorCraft:reactorcraft_item_placer:7, Centrifugal Fluid Extractor
ReactorCraft:reactorcraft_item_placer:8, Isotope Centrifuge
ReactorCraft:reactorcraft_item_placer:9, Uranium Processor
ReactorCraft:reactorcraft_item_placer:10, Spent Fuel Container
ReactorCraft:reactorcraft_item_placer:11, Steam Boiler
ReactorCraft:reactorcraft_item_placer:12, Steam Grate
ReactorCraft:reactorcraft_item_placer:13, Pressurizer
ReactorCraft:reactorcraft_item_placer:14, Ammonia Synthesizer
ReactorCraft:reactorcraft_item_placer:15, Toroid Magnet
ReactorCraft:reactorcraft_item_placer:16, Electrolyzer
ReactorCraft:reactorcraft_item_placer:17, Neutron Irradiation Chamber
ReactorCraft:reactorcraft_item_placer:18, Breeder Reactor Core
ReactorCraft:reactorcraft_item_placer:19, Sodium Heater
ReactorCraft:reactorcraft_item_placer:20, Heat Exchanger
ReactorCraft:reactorcraft_item_placer:21, Nuclear Waste Disposal Drum
ReactorCraft:reactorcraft_item_placer:22, Fusion Plasma Injector
ReactorCraft:reactorcraft_item_placer:23, Hydrogen Preheater
ReactorCraft:reactorcraft_item_placer:24, Gas Duct
ReactorCraft:reactorcraft_item_placer:25, Magnetic Containment Pipe
ReactorCraft:reactorcraft_item_placer:26, Neutron Absorber
ReactorCraft:reactorcraft_item_placer:27, Solenoid Magnet
ReactorCraft:reactorcraft_item_placer:28, Gas Collector
ReactorCraft:reactorcraft_item_placer:29, Pebble Bed Reactor Core
ReactorCraft:reactorcraft_item_placer:30, Carbon Dioxide Heat Exchanger
ReactorCraft:reactorcraft_item_placer:31, Turbine Flywheel
ReactorCraft:reactorcraft_item_placer:32, Neutron Reflector
ReactorCraft:reactorcraft_item_placer:33, Turbine Generator
ReactorCraft:reactorcraft_item_placer:34, Tokamak Blueprint Highlighter
ReactorCraft:reactorcraft_item_placer:35, Turbine Dynamometer
ReactorCraft:reactorcraft_item_placer:36, High-Pressure Turbine
ReactorCraft:reactorcraft_item_placer:37, Steam Diffuser
ReactorCraft:reactorcraft_item_placer:38, Thorium Fuel Core
ReactorCraft:reactorcraft_item_placer:39, Nuclear Waste Duct
ReactorCraft:reactorcraft_item_placer:40, Fuel Dump Valve
ReactorCraft:reactorcraft_item_placer:41, Solar Tower Sodium Heat Exchanger
ReactorCraft:reactorcraft_item_placer:42, Solar Tower Sodium Cycler
ReactorCraft:reactorcraft_item_placer:43, machine.miniturbine
ReactorCraft:reactorcraft_item_placer:44, Heat Pipe
ReactorCraft:reactorcraft_item_bucket, item.item.heavybucket.name
ReactorCraft:reactorcraft_item_raw:0, Hydrogen Fluoride
ReactorCraft:reactorcraft_item_raw:1, Enriched Uranium Dust
ReactorCraft:reactorcraft_item_raw:2, Depleted Uranium Dust
ReactorCraft:reactorcraft_item_raw:3, Ammonium Chloride
ReactorCraft:reactorcraft_item_raw:4, Quicklime
ReactorCraft:reactorcraft_item_raw:5, Calcite Crystal
ReactorCraft:reactorcraft_item_raw:6, Lodestone
ReactorCraft:reactorcraft_item_raw:7, Thorium Dust
ReactorCraft:reactorcraft_item_raw:8, Emerald Dust
ReactorCraft:reactorcraft_item_raw:9, Unprocessed Nuclear Waste
ReactorCraft:reactorcraft_item_fluorite:0, Blue Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:1, Pink Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:2, Orange Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:3, Magenta Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:4, Green Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:5, Red Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:6, White Fluorite Crystal
ReactorCraft:reactorcraft_item_fluorite:7, Yellow Fluorite Crystal
ReactorCraft:reactorcraft_item_ingots:0, Raw Uranium Ingot
ReactorCraft:reactorcraft_item_ingots:1, Cadmium Ingot
ReactorCraft:reactorcraft_item_ingots:2, Indium Ingot
ReactorCraft:reactorcraft_item_ingots:3, Silver Ingot
ReactorCraft:reactorcraft_item_ingots:5, item.ammonium
ReactorCraft:reactorcraft_item_ingots:6, item.calcite
ReactorCraft:reactorcraft_item_canister:0, Empty Canister
ReactorCraft:reactorcraft_item_canister:1, Uranium Hexafluoride Canister
ReactorCraft:reactorcraft_item_canister:2, Hydrofluoric Acid Canister
ReactorCraft:reactorcraft_item_canister:3, Ammonia Canister
ReactorCraft:reactorcraft_item_canister:4, Sodium Canister
ReactorCraft:reactorcraft_item_canister:5, Deuterium Canister
ReactorCraft:reactorcraft_item_canister:6, Tritium Canister
ReactorCraft:reactorcraft_item_canister:7, Chlorine Canister
ReactorCraft:reactorcraft_item_canister:8, Oxygen Canister
ReactorCraft:reactorcraft_item_canister:9, Carbon Dioxide Canister
ReactorCraft:reactorcraft_item_canister:10, Hot Carbon Dioxide Canister
ReactorCraft:reactorcraft_item_canister:11, Hot Sodium Canister
ReactorCraft:reactorcraft_item_canister:12, Lithium Canister
ReactorCraft:reactorcraft_item_canister:13, Lithium Beryllium Fluoride Canister
ReactorCraft:reactorcraft_item_canister:14, Hot Lithium Beryllium Fluoride Canister
ReactorCraft:reactorcraft_item_canister:15, Thorium Fuel Canister
ReactorCraft:reactorcraft_item_goggles, item.item.goggles.name
ReactorCraft:reactorcraft_item_crafting:0, Fuel Canister
ReactorCraft:reactorcraft_item_crafting:1, Absorption Rod
ReactorCraft:reactorcraft_item_crafting:2, Obsidian Tank
ReactorCraft:reactorcraft_item_crafting:3, Cd-In-Ag Alloy Ingot
ReactorCraft:reactorcraft_item_crafting:4, Hardened Backing Panel
ReactorCraft:reactorcraft_item_crafting:5, Ferromagnetic Plate
ReactorCraft:reactorcraft_item_crafting:6, Magnetic Core
ReactorCraft:reactorcraft_item_crafting:7, Coolant Pack
ReactorCraft:reactorcraft_item_crafting:8, Gold Wiring
ReactorCraft:reactorcraft_item_crafting:9, Neutron Shielding
ReactorCraft:reactorcraft_item_crafting:10, Ferromagnetic Ingot
ReactorCraft:reactorcraft_item_crafting:11, Hysteresis Plate
ReactorCraft:reactorcraft_item_crafting:12, Hysteresis Ring
ReactorCraft:reactorcraft_item_crafting:13, Graphite
ReactorCraft:reactorcraft_item_crafting:14, Uranium Dust
ReactorCraft:reactorcraft_item_crafting:15, Radiation-Shielding Fabric
ReactorCraft:reactorcraft_item_crafting:16, Tungsten Carbide Flakes
ReactorCraft:reactorcraft_item_crafting:17, Tungsten Carbide Ingot
ReactorCraft:reactorcraft_item_crafting:18, Steam Turbine Core
ReactorCraft:reactorcraft_item_plutonium:0, Plutonium Fuel Pellet (Fresh)
ReactorCraft:reactorcraft_item_breederfuel:0, Breeder Reactor Fuel (0% Converted)
ReactorCraft:reactorcraft_item_cleanup, item.item.cleaner.name
ReactorCraft:reactorcraft_item_magnet:0, Permanent Magnet (1.000 mT)
ReactorCraft:reactorcraft_item_magnet:1, Permanent Magnet (4.000 mT)
ReactorCraft:reactorcraft_item_magnet:2, Permanent Magnet (16.000 mT)
ReactorCraft:reactorcraft_item_magnet:3, Permanent Magnet (64.000 mT)
ReactorCraft:reactorcraft_item_magnet:4, Permanent Magnet (256.000 mT)
ReactorCraft:reactorcraft_item_magnet:5, Permanent Magnet (1.024 T)
ReactorCraft:reactorcraft_item_magnet:6, Permanent Magnet (4.096 T)
ReactorCraft:reactorcraft_item_magnet:7, Permanent Magnet (16.384 T)
ReactorCraft:reactorcraft_item_remote, item.item.remotecpu.name
ReactorCraft:reactorcraft_item_pellet:0, TRISO Fuel Pellet (Fresh)
ReactorCraft:reactorcraft_item_oldpellet, item.item.depletedpellet.name
ReactorCraft:reactorcraft_item_book, item.item.reactorbook.name
ReactorCraft:reactorcraft_item_hazhelmet, item.item.hazhelmet.name
ReactorCraft:reactorcraft_item_hazchest, item.item.hazchest.name
ReactorCraft:reactorcraft_item_hazlegs, item.item.hazlegs.name
ReactorCraft:reactorcraft_item_hazboots, item.item.hazboots.name
ReactorCraft:reactorcraft_item_geiger, item.item.geiger.name
ReactorCraft:reactorcraft_item_ironfinder, item.item.ironfinder.name
witchery:ingredient:0, Candelabra
witchery:ingredient:1, Chalice
witchery:ingredient:2, Chalice (Filled)
witchery:ingredient:3, Dream Weaver of Fleet Foot
witchery:ingredient:4, Dream Weaver of Iron Arm
witchery:ingredient:5, Dream Weaver of Fasting
witchery:ingredient:6, Dream Weaver of Nightmares
witchery:ingredient:7, Bone Needle
witchery:ingredient:8, Broom
witchery:ingredient:9, Enchanted Broom
witchery:ingredient:10, Attuned Stone
witchery:ingredient:11, Attuned Stone (Charged)
witchery:ingredient:12, Waystone
witchery:ingredient:14, Mutandis
witchery:ingredient:15, Mutandis Extremis
witchery:ingredient:16, Quicklime
witchery:ingredient:17, Gypsum
witchery:ingredient:18, Wood Ash
witchery:ingredient:21, Belladonna Flower
witchery:ingredient:22, Mandrake Root
witchery:ingredient:23, Demon Heart
witchery:ingredient:24, Wool of Bat
witchery:ingredient:25, Tongue of Dog
witchery:ingredient:26, Soft Clay Jar
witchery:ingredient:27, Clay Jar
witchery:ingredient:28, Foul Fume
witchery:ingredient:29, Diamond Vapor
witchery:ingredient:30, Oil of Vitriol
witchery:ingredient:31, Exhale of the Horned One
witchery:ingredient:32, Breath of the Goddess
witchery:ingredient:33, Hint of Rebirth
witchery:ingredient:34, Whiff of Magic
witchery:ingredient:35, Reek of Misfortune
witchery:ingredient:36, Odour of Purity
witchery:ingredient:37, Tear of the Goddess
witchery:ingredient:38, Refined Evil
witchery:ingredient:39, Drop of Luck
witchery:ingredient:40, Redstone Soup
witchery:ingredient:41, Flying Ointment
witchery:ingredient:42, Ghost of the Light
witchery:ingredient:43, Soul of the World
witchery:ingredient:44, Spirit of Otherwhere
witchery:ingredient:45, Infernal Animus
witchery:ingredient:46, Witchcraft: Collecting Fumes
witchery:ingredient:47, Witchcraft: Distilling
witchery:ingredient:48, Witchcraft: Circle Magic
witchery:ingredient:49, Witchcraft: Brews & Infusions
witchery:ingredient:50, Raw Porkchop?
witchery:ingredient:51, Cooked Porkchop?
witchery:ingredient:52, Rowan Wood Door
witchery:ingredient:53, Alder Wood Door
witchery:ingredient:54, Rowan Door Key
witchery:ingredient:55, Rock
witchery:ingredient:56, Dense Web
witchery:ingredient:57, Brew of Vines
witchery:ingredient:58, Brew of Webs
witchery:ingredient:59, Brew of Thorns
witchery:ingredient:60, Brew of Ink
witchery:ingredient:61, Brew of Sprouting
witchery:ingredient:62, Brew of Erosion
witchery:ingredient:63, Rowan Berries
witchery:ingredient:64, Necromantic Stone
witchery:ingredient:65, Brew of Raising
witchery:ingredient:66, Spectral Dust
witchery:ingredient:67, Ender Dew
witchery:ingredient:69, Water Artichoke Globe
witchery:ingredient:70, Treefyd Seed
witchery:ingredient:71, Brew of the Grotesque
witchery:ingredient:72, Impregnated Leather
witchery:ingredient:73, Fume Filter
witchery:ingredient:74, Creeper Heart
witchery:ingredient:75, Brew of Love
witchery:ingredient:76, Brew of Frost
witchery:ingredient:77, Brew of the Depths
witchery:ingredient:78, Icy Needle
witchery:ingredient:79, Frozen Heart
witchery:ingredient:80, Demonic Blood
witchery:ingredient:81, Witchcraft: Herbology
witchery:ingredient:82, Ent Twig
witchery:ingredient:83, Mystic Unguent
witchery:ingredient:84, Rowan Keyring
witchery:ingredient:85, Brew of Frogs Tongue
witchery:ingredient:86, Brew of Cursed Leaping
witchery:ingredient:87, Brew of Bodega
witchery:ingredient:88, Brew of Infection
witchery:ingredient:89, Owlet's Wing
witchery:ingredient:90, Toe of Frog
witchery:ingredient:91, Wormy Apple
witchery:ingredient:92, Quartz Sphere
witchery:ingredient:93, Happenstance Oil
witchery:ingredient:94, Seer Stone
witchery:ingredient:95, Brew of Sleeping
witchery:ingredient:96, Brew of Flowing Spirit
witchery:ingredient:97, Brew of Wasting
witchery:ingredient:98, Apple
witchery:ingredient:99, Disturbed Cotton
witchery:ingredient:100, Fanciful Thread
witchery:ingredient:101, Tormented Twine
witchery:ingredient:102, Golden Thread
witchery:ingredient:103, Mellifluous Hunger
witchery:ingredient:104, Dream Weaver of Intensity
witchery:ingredient:105, Purified Milk
witchery:ingredient:106, Book of Biomes
witchery:ingredient:107, Witchcraft: Symbology
witchery:ingredient:108, Concentrated Bat Ball
witchery:ingredient:109, Brew of Bats
witchery:ingredient:110, Charm of Fanciful Thinking
witchery:ingredient:111, Wormwood
witchery:ingredient:112, Subdued Spirit
witchery:ingredient:113, Focused Will
witchery:ingredient:114, Condensed Fear
witchery:ingredient:115, Brew of Hollow Tears
witchery:ingredient:116, Solidifying Brew (Stone)
witchery:ingredient:117, Solidifying Brew (Dirt)
witchery:ingredient:118, Solidifying Brew (Sand)
witchery:ingredient:119, Solidifying Brew (Sandstone)
witchery:ingredient:120, Solidifying Brew (Erosion)
witchery:ingredient:121, Infused Brew Base
witchery:ingredient:122, Infused Brew of Soaring
witchery:ingredient:123, Infused Brew of the Grave
witchery:ingredient:124, Brew of Revealing
witchery:ingredient:125, Brew of Substitution
witchery:ingredient:126, Congealed Spirit
witchery:ingredient:127, Witchcraft: Conjuration & Fetishes
witchery:ingredient:128, Graveyard Dust
witchery:ingredient:129, Binky's Skull
witchery:ingredient:130, Null Catalyst
witchery:ingredient:131, Nullified Leather
witchery:ingredient:132, Wooden Bolt
witchery:ingredient:133, Nullifying Bolt
witchery:ingredient:134, Bone Bolt
witchery:ingredient:135, Splitting Bolt
witchery:ingredient:136, Soul of Hunger Demon
witchery:ingredient:137, Soul of Anguish Demon
witchery:ingredient:138, Soul of Fear Demon
witchery:ingredient:139, Soul of Torment Demon
witchery:ingredient:140, Demonic Contract
witchery:ingredient:141, Torment
witchery:ingredient:142, Living Flame
witchery:ingredient:143, Fiery Tolerance
witchery:ingredient:144, Evaporation
witchery:ingredient:145, Fiery Touch
witchery:ingredient:146, Melting Touch
witchery:ingredient:148, Koboldite Dust
witchery:ingredient:149, Koboldite Nugget
witchery:ingredient:150, Koboldite Ingot
witchery:ingredient:151, Pentacle
witchery:ingredient:152, Ice Door
witchery:ingredient:153, Anointing Paste
witchery:ingredient:154, Subdued Village Spirit
witchery:ingredient:155, Silver Bolt
witchery:ingredient:156, Wolfsbane
witchery:ingredient:157, Silver Deposits
witchery:ingredient:158, Raw Lambchop
witchery:ingredient:159, Cooked Lambchop
witchery:ingredient:160, Torn Page
witchery:ingredient:161, Woven Cruor
witchery:ingredient:162, Wooden Stake
witchery:ingredient:163, Warm Blood
witchery:ingredient:164, Lilith's Blood
witchery:ingredient:165, Heart of Gold
witchery:taglockkit, Taglock Kit
witchery:poppet:0, Poppet
witchery:poppet:1, Earth Protection Poppet
witchery:poppet:2, Water Protection Poppet
witchery:poppet:3, Fire Protection Poppet
witchery:poppet:4, Hunger Protection Poppet
witchery:poppet:5, Tool Protection Poppet
witchery:poppet:6, Death Protection Poppet
witchery:poppet:7, Voodoo Protection Poppet
witchery:poppet:8, Voodoo Poppet
witchery:poppet:9, Vampiric Poppet
witchery:poppet:10, Poppet Protection Poppet
witchery:poppet:11, Armor Protection Poppet
witchery:potion:0, Universal Antidote
witchery:coffin, Coffin
witchery:stew, Meaty Stew
witchery:stewraw, Raw Meaty Stew
witchery:mirror, Mirror
witchery:chalkritual, Ritual Chalk
witchery:chalkotherwhere, Otherwhere Chalk
witchery:chalkinfernal, Infernal Chalk
witchery:chalkheart, Golden Chalk
witchery:boline, Boline
witchery:arthana, Arthana
witchery:huntsmanspear, Spear of the Huntsman
witchery:handbow, Witch Hunter Pistol Crossbow
witchery:deathshand, Hand of Death
witchery:silversword, Silver Sword
witchery:canesword, Cane Sword
witchery:witchhand, Witches Hand
witchery:circletalisman:0, Circle Talisman
witchery:circletalisman:1, Circle Talisman (Small Ritual)
witchery:circletalisman:2, Circle Talisman (Small Otherwhere)
witchery:circletalisman:3, Circle Talisman (Small Infernal)
witchery:circletalisman:8, Circle Talisman (Medium Ritual)
witchery:circletalisman:16, Circle Talisman (Medium Otherwhere)
witchery:circletalisman:24, Circle Talisman (Medium Infernal)
witchery:circletalisman:64, Circle Talisman (Large Ritual)
witchery:circletalisman:128, Circle Talisman (Large Otherwhere)
witchery:circletalisman:192, Circle Talisman (Large Infernal)
witchery:mysticbranch, Mystic Branch
witchery:divinerwater, Water Diviner
witchery:divinerlava, Lava Diviner
